|ＡＮＡＳ|はこの区間をここ３０年間で徐々にアップグレードさせている。	{"comment": "", "curid": 1225116, "id": 844600, "match_segment_pos": "UNK", "match_segment_surf": "ＡＮＡＳ", "query": "ＡＮＡ", "type": "OK"}
結局９回をこの１安打のみに|おさえて|完封勝利。	{"comment": "", "curid": 270830, "id": 5387200, "match_segment_pos": "動詞", "match_segment_surf": "おさえて", "query": "さえ", "type": "OK"}
血液型はＡ型、星座|は|かに座|。	{"comment": "", "curid": 1023362, "id": 5547527, "match_segment_pos": "助詞--名詞", "match_segment_surf": "は--かに座", "query": "はかに", "type": "OK"}
剣士が次第に集まるが、|けもの|罠にかかった静姫がさらわれる。	{"comment": "", "curid": 412814, "id": 3613705, "match_segment_pos": "名詞", "match_segment_surf": "けもの", "query": "けもの", "type": "OK"}
憲法における自由主義|ないし|人権保障とは、国家から侵害を受けないことを意味する。	{"comment": "", "curid": 2278, "id": 4447426, "match_segment_pos": "助詞", "match_segment_surf": "ないし", "query": "ないし", "type": "OK"}
見せかけは肯定文であるが、中身は|まるっきり|皮肉を交えた反語となっている。	{"comment": "", "curid": 386299, "id": 5582325, "match_segment_pos": "副詞", "match_segment_surf": "まるっきり", "query": "きり", "type": "OK"}
現在|かものはし?プロジェクト|は、児童買春問題の解決に向けて以下の３つの事業を中心に活動している。	{"comment": "", "curid": 2151649, "id": 5097720, "match_segment_pos": "名詞", "match_segment_surf": "かものはしプロジェクト", "query": "かも", "type": "OK"}
現在は解散しているが、今でも|そこそこ|有名。	{"comment": "", "curid": 803225, "id": 5136042, "match_segment_pos": "副詞", "match_segment_surf": "そこそこ", "query": "こそ", "type": "OK"}
言葉|なんて|ちっともわからないのにね。	{"comment": "", "curid": 211147, "id": 5594306, "match_segment_pos": "助詞", "match_segment_surf": "なんて", "query": "なんて", "type": "OK"}
個性的で、我が強い選手|ばっかり|が集まっていたんだよ。	{"comment": "", "curid": 177359, "id": 3459760, "match_segment_pos": "助詞", "match_segment_surf": "ばっかり", "query": "ばっか", "type": "OK"}
後にあずさの体調不良を理由に律子から代役の依頼を受けるが、|あずさ|あって|の竜宮小町とこれを断る。	{"comment": "", "curid": 1118992, "id": 4385719, "match_segment_pos": "名詞--動詞", "match_segment_surf": "あずさ--あって", "query": "さあ", "type": "OK"}
光源としては、油|や|ろうそく|が用いられた。	{"comment": "", "curid": 217136, "id": 3490077, "match_segment_pos": "助詞--名詞", "match_segment_surf": "や--ろうそく", "query": "やろ", "type": "OK"}
好きな日本食は|がんもどき|。	{"comment": "", "curid": 241196, "id": 4051418, "match_segment_pos": "名詞", "match_segment_surf": "がんもどき", "query": "がんも", "type": "OK"}
広告代理店を渡り歩き、|いっとき|は５年間で６社で働いた。	{"comment": "", "curid": 2971383, "id": 4270499, "match_segment_pos": "名詞", "match_segment_surf": "いっとき", "query": "っと", "type": "OK"}
広島では珍しい|もんじゃ?焼き|も扱っている。	{"comment": "", "curid": 709755, "id": 4271492, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "NG_SEG"}
校庭には赤松の木と|つつじ|が多い。	{"comment": "", "curid": 2098519, "id": 4820289, "match_segment_pos": "名詞--名詞", "match_segment_surf": "木とつ--つじ", "query": "つつ　", "type": "NG_SEG"}
高校時代は登山にあけくれてそれほど勉強をしなかったため成績は中位|くらい|だった。	{"comment": "", "curid": 19074, "id": 5929248, "match_segment_pos": "助詞", "match_segment_surf": "くらい", "query": "くらい", "type": "OK"}
合っているといっても、|やらした|ということではなく、本人自身も興味を持って。	{"comment": "", "curid": 1889818, "id": 3755733, "match_segment_pos": "動詞", "match_segment_surf": "やらした", "query": "やら", "type": "OK"}
今日は番頭はんに会わんならんけど、まだ帰ってこんのかいな言うて、帰らはった|ばっか|しやねん。	{"comment": "", "curid": 3221846, "id": 3321142, "match_segment_pos": "助詞", "match_segment_surf": "ばっか", "query": "ばっか", "type": "OK"}
佐々木はん、あんた、新選組に賭けなはった|のやろ|。	{"comment": "", "curid": 1404578, "id": 3412400, "match_segment_pos": "助動詞", "match_segment_surf": "のやろ", "query": "やろ", "type": "OK"}
砂糖や食塩|とて|大量摂取すれば危険だが、これらはふつう毒とは言わない。	{"comment": "", "curid": 41952, "id": 5254417, "match_segment_pos": "助詞", "match_segment_surf": "とて", "query": "とて", "type": "OK"}
砂糖味を|おさえ|、素材の風味をよく出した、つやとしなみのある和菓子。	{"comment": "", "curid": 2867385, "id": 5254450, "match_segment_pos": "動詞", "match_segment_surf": "おさえ", "query": "さえ", "type": "OK"}
妻と２人で住んでいたが、病気になってもまともな|掛け|もの|もなく、粗末な衣の上に臥せっていた。	{"comment": "", "curid": 1370884, "id": 4055199, "match_segment_pos": "動詞--名詞", "match_segment_surf": "掛け--もの", "query": "けもの", "type": "OK"}
妻はタレントの|おかもと|まり。	{"comment": "", "curid": 1458837, "id": 4056606, "match_segment_pos": "名詞", "match_segment_surf": "おかもと", "query": "かも", "type": "OK"}
在学中に関東大学サッカーリーグや|東京|都|大学|サッカーリーグなどに出場した。	{"comment": "", "curid": 1959798, "id": 3902400, "match_segment_pos": "名詞--接尾辞--名詞", "match_segment_surf": "東京--都--大学", "query": "京都大学", "type": "OK"}
作さんとの出会いは、運命的といっては大げさだ|けども|、そんなニュアンスがありますね。	{"comment": "", "curid": 172088, "id": 3424066, "match_segment_pos": "助詞", "match_segment_surf": "けども", "query": "けど", "type": "OK"}
三波さんって元気なのはわかる|けども|、さすがに９０歳で俵星玄蕃はできないでしょう。	{"comment": "", "curid": 42455, "id": 3155195, "match_segment_pos": "助詞", "match_segment_surf": "けども", "query": "ども", "type": "OK"}
山奥で|けもの|ばかり食べていた鬼が里に出てあばれはじめて、庄屋を壊してしまい。	{"comment": "", "curid": 3434560, "id": 4188595, "match_segment_pos": "名詞", "match_segment_surf": "けもの", "query": "けもの", "type": "OK"}
残り１議席はヒズボラ派が|おさえた|。	{"comment": "", "curid": 6279, "id": 4895665, "match_segment_pos": "動詞", "match_segment_surf": "おさえた", "query": "さえ", "type": "OK"}
姉の|まさえ|・妹のむさえの幼児期も、ひまわり・みさえの幼児期にそっくり。	{"comment": "", "curid": 192031, "id": 4059341, "match_segment_pos": "名詞", "match_segment_surf": "まさえ", "query": "さえ", "type": "OK"}
子供版の|あかい|トリもいる。	{"comment": "", "curid": 466160, "id": 4071456, "match_segment_pos": "形容詞", "match_segment_surf": "あかい", "query": "かい", "type": "OK"}
私|なんぞ|は、今もってそうはならない。	{"comment": "", "curid": 227185, "id": 5283113, "match_segment_pos": "助詞", "match_segment_surf": "なんぞ", "query": "なんぞ", "type": "OK"}
私はそんな感じの|うっとうしい|少女だった。	{"comment": "", "curid": 2190172, "id": 5283802, "match_segment_pos": "形容詞", "match_segment_surf": "うっとうしい", "query": "っと", "type": "OK"}
試合途中にマスクを剥がされそうになるが|耐え?きり|勝利してベルトを奪取した。	{"comment": "", "curid": 3049979, "id": 5608228, "match_segment_pos": "名詞", "match_segment_surf": "えきり", "query": "きり", "type": "NG_SEG"}
時間の問題|じゃ|ありませんよ。	{"comment": "", "curid": 113843, "id": 4666578, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "OK"}
式典には海上自衛隊の護衛艦|きりさめ|が参加した。	{"comment": "", "curid": 2057478, "id": 4289839, "match_segment_pos": "名詞", "match_segment_surf": "きりさめ", "query": "きり", "type": "OK"}
七草がゆのように、野草特有の自然な|あく?強?さ|や苦味も味わう。	{"comment": "", "curid": 5388, "id": 3148235, "match_segment_pos": "形容詞", "match_segment_surf": "なあく", "query": "なあ", "type": "NG_SEG"}
若い頃はレストランのウエイターとして働きながら|こそ泥|稼業でも稼いでいた。	{"comment": "", "curid": 790215, "id": 5512122, "match_segment_pos": "名詞", "match_segment_surf": "こそ泥", "query": "こそ", "type": "OK"}
寂しがりやですぐ人に|じゃれて|くる傾向がある。	{"comment": "", "curid": 3530805, "id": 4132190, "match_segment_pos": "動詞", "match_segment_surf": "じゃれて", "query": "じゃ", "type": "OK"}
趣味がなく、|物欲|や金銭欲もなく、ゴルフしか興味がないと語っている。	{"comment": "", "curid": 2354251, "id": 5652151, "match_segment_pos": "名詞", "match_segment_surf": "物欲", "query": "物欲", "type": "OK"}
就業不能と定義されるため、６５歳|ないしは|７０歳までと加入期間・保障期間が区切られていることが多い。	{"comment": "", "curid": 3469196, "id": 4177624, "match_segment_pos": "助詞", "match_segment_surf": "ないしは", "query": "ないし", "type": "OK"}
重症例では、|やけど|の|様な水泡を生じ化膿することもある。	{"comment": "", "curid": 100801, "id": 5767168, "match_segment_pos": "動詞--指示詞", "match_segment_surf": "やけ--どの様な", "query": "けど", "type": "NG_SEG"}
重量１５キロあるこの服は、モデルが歩くと|じゃらじゃら|と音を鳴らし会場いっぱいにその音を響かせた。	{"comment": "", "curid": 3004284, "id": 5768304, "match_segment_pos": "副詞", "match_segment_surf": "じゃらじゃら", "query": "じゃ", "type": "OK"}
初めの頃は|アボンダンス|種の牛の乳を使用して生産されていた。	{"comment": "", "curid": 3080008, "id": 3573783, "match_segment_pos": "名詞", "match_segment_surf": "アボンダンス", "query": "ダンス", "type": "OK"}
所長には矯正監|又は|矯正長が充てられる。	{"comment": "", "curid": 2821893, "id": 4478044, "match_segment_pos": "UNK--助詞", "match_segment_surf": "監又--は", "query": "又は", "type": "NG_SEG"}
傷の回復力を高めるため、酒、煙草は一切|やら|ない。	{"comment": "", "curid": 511386, "id": 3466194, "match_segment_pos": "動詞", "match_segment_surf": "やら", "query": "やら", "type": "OK"}
商工会の運営を|ささえ|、事業活動の推進力となるのは、会員である。	{"comment": "", "curid": 2365, "id": 3863898, "match_segment_pos": "動詞", "match_segment_surf": "ささえ", "query": "さえ", "type": "OK"}
冗談と思い|きや|本当にデビューした。	{"comment": "", "curid": 1769071, "id": 3550571, "match_segment_pos": "助詞", "match_segment_surf": "きや", "query": "きや", "type": "OK"}
食品関係で有名な例として|は|かに?カマボコ|がある。	{"comment": "", "curid": 105861, "id": 5888793, "match_segment_pos": "助詞--助詞--助詞", "match_segment_surf": "は--か--に", "query": "はかに", "type": "NG_SEG"}
新婚旅行の余裕|すら|なく大急ぎで東京に戻り、作品制作を再開した。	{"comment": "", "curid": 655, "id": 4557063, "match_segment_pos": "助詞", "match_segment_surf": "すら", "query": "すら", "type": "OK"}
診てやる|けれども|、乃公が自分で処方することは出来ない。	{"comment": "", "curid": 8777, "id": 5603665, "match_segment_pos": "助詞", "match_segment_surf": "けれども", "query": "けれども", "type": "OK"}
人を信じればその人に|してやられる|。	{"comment": "", "curid": 21080, "id": 3300573, "match_segment_pos": "動詞", "match_segment_surf": "してやられる", "query": "やら", "type": "OK"}
人間以外の|化けもの|が日常的に存在している現代の状況をそのままの形で出す。	{"comment": "", "curid": 2735826, "id": 3310319, "match_segment_pos": "名詞", "match_segment_surf": "化けもの", "query": "けもの", "type": "OK"}
人気漫画家・大寒鉄郎とその家庭像がユーモアとペーソスたっぷりに描かれていく、各回|読み?きり|の連載漫画。	{"comment": "", "curid": 213899, "id": 3307275, "match_segment_pos": "名詞", "match_segment_surf": "みきり", "query": "きり", "type": "NG_SEG"}
成長したアスクレーピオスは死者|さえ|甦らせるほどの名医となり、ゼウスの雷に撃たれて絶命、医者の神となる。	{"comment": "", "curid": 357510, "id": 4452381, "match_segment_pos": "助詞", "match_segment_surf": "さえ", "query": "さえ", "type": "OK"}
石膏でつくった歯形模型の歯を一つ一つ切り離し、それを歯形の模型上で綺麗な|歯並び|に|なるように並べる。	{"comment": "", "curid": 878638, "id": 5252982, "match_segment_pos": "名詞--助詞", "match_segment_surf": "歯並び--に", "query": "並びに", "type": "OK"}
千草に食べさせて|やろう|かと一瞬迷う茂だったが、結局自分がドーナツを食べてしまう。	{"comment": "", "curid": 961433, "id": 3664154, "match_segment_pos": "助動詞", "match_segment_surf": "やろう", "query": "やろ", "type": "OK"}
川の周辺に古墳が|あった|らしい|。	{"comment": "", "curid": 242636, "id": 4207958, "match_segment_pos": "動詞--助動詞", "match_segment_surf": "あった--らしい", "query": "ったら", "type": "OK"}
泉質はナトリウム・塩化物泉で、神経痛、筋肉痛、冷え性、|きりきず|、火傷などになどに効能があり。	{"comment": "", "curid": 1559444, "id": 4953109, "match_segment_pos": "名詞", "match_segment_surf": "きりきず", "query": "きり", "type": "OK"}
全ゲノムの解読は、純粋培養されていないためＳＤＳ|や|ろ過|処理により精製することで行われた。	{"comment": "", "curid": 2431773, "id": 3501753, "match_segment_pos": "助詞--名詞", "match_segment_surf": "や--ろ過", "query": "やろ", "type": "OK"}
全員が|なにかしら|のお面をつけており素顔は見えない。	{"comment": "", "curid": 2977706, "id": 3505992, "match_segment_pos": "副詞", "match_segment_surf": "なにかしら", "query": "かしら", "type": "OK"}
全国各地に出張したダチョウ倶楽部|と|てれび|戦士に視聴者が特技を披露するロケコーナー。	{"comment": "", "curid": 2711295, "id": 3507839, "match_segment_pos": "助詞--名詞", "match_segment_surf": "と--てれび", "query": "とて", "type": "OK"}
全体のパックは相手のパックを後方に|押しやろう|とする。	{"comment": "", "curid": 3302020, "id": 3504181, "match_segment_pos": "動詞", "match_segment_surf": "押しやろう", "query": "やろ", "type": "OK"}
全裸であったため、|かもじ|をつけた若い女としかわからない。	{"comment": "", "curid": 696679, "id": 3515137, "match_segment_pos": "名詞", "match_segment_surf": "かもじ", "query": "かも", "type": "OK"}
組み立てる際に付属|もしくは|別売の駆動装置を取り付け、走行・駆動させることを目的としたプラモデルもある。	{"comment": "", "curid": 797, "id": 5380873, "match_segment_pos": "助詞", "match_segment_surf": "もしくは", "query": "もしくは", "type": "OK"}
爽やかなペパーミントの風味とジンが合わさり、|すっきり|とした飲み口となっている。	{"comment": "", "curid": 533527, "id": 5043432, "match_segment_pos": "副詞", "match_segment_surf": "すっきり", "query": "きり", "type": "OK"}
曹操は、荊州南陽郡にある湖陽を根拠地としていた、劉表配下の鄧済を攻め、|生け?どり|とした。	{"comment": "", "curid": 3232372, "id": 4683343, "match_segment_pos": "名詞", "match_segment_surf": "生けどり", "query": "けど", "type": "OK"}
相棒によれば、|とびっきり|綺麗な子で、みんな目をつけているがまだ誰もものにできないと言う。	{"comment": "", "curid": 2933085, "id": 5233139, "match_segment_pos": "副詞", "match_segment_surf": "とびっきり", "query": "きり", "type": "OK"}
側板中胚葉由来細胞が軟骨、|ないし|骨領域を形成するのに対し、筋節由来細胞は筋肉領域を形成する。	{"comment": "", "curid": 3264002, "id": 3462948, "match_segment_pos": "形容詞--名詞", "match_segment_surf": "ない--し骨", "query": "ないし", "type": "NG_SEG"}
体長はふつうのネズミより大きく、子犬|くらい|のサイズ。	{"comment": "", "curid": 284401, "id": 3420394, "match_segment_pos": "助詞", "match_segment_surf": "くらい", "query": "くらい", "type": "OK"}
大学時代はＦＷとして|東京|都|大学|サッカーリーグで活躍。	{"comment": "", "curid": 2206072, "id": 3998049, "match_segment_pos": "名詞--接尾辞--名詞", "match_segment_surf": "東京--都--大学", "query": "京都大学", "type": "OK"}
大半の店は|もんじゃ|焼きだけではなくお好み焼きも提供している。	{"comment": "", "curid": 30987, "id": 3986310, "match_segment_pos": "名詞", "match_segment_surf": "もんじゃ", "query": "じゃ", "type": "OK"}
第１作では極度の潔癖症で体が汚れると変身|さえ|できなかったが、克服した。	{"comment": "", "curid": 94988, "id": 5316307, "match_segment_pos": "助詞", "match_segment_surf": "さえ", "query": "さえ", "type": "OK"}
第一作製作時２２歳だった藤の|きりっと|した中にも女らしさを秘めた物腰が魅力。	{"comment": "", "curid": 3102677, "id": 5334881, "match_segment_pos": "副詞", "match_segment_surf": "きりっと", "query": "きり", "type": "OK"}
誰もオレを殺せやし|ねえ|。	{"comment": "", "curid": 163548, "id": 5618638, "match_segment_pos": "助詞", "match_segment_surf": "ねえ", "query": "ねえ", "type": "OK"}
短波長であり、|かつまた|、照射時間の長いレーザーはエネルギー量が大きいという特徴を持つ。	{"comment": "", "curid": 534184, "id": 5248513, "match_segment_pos": "助詞", "match_segment_surf": "かつまた", "query": "かつまた", "type": "OK"}
丁寧に仕上げられたものは、すり蜜の白い衣を通して|薄っすら|と見える餡玉の小豆色が上品な美しさを醸し出す。	{"comment": "", "curid": 1674417, "id": 3147207, "match_segment_pos": "副詞", "match_segment_surf": "薄っすら", "query": "すら", "type": "OK"}
長女の京子も人目を|はばかり|、こっそり家にたどり着く。	{"comment": "", "curid": 301638, "id": 5794497, "match_segment_pos": "動詞", "match_segment_surf": "はばかり", "query": "ばかり", "type": "OK"}
直進している間は、機体には機首を下げる|か|もしくは|４０°よりも高い迎角をとらせようとする力が働く。	{"comment": "", "curid": 577, "id": 5230342, "match_segment_pos": "助詞--助詞", "match_segment_surf": "か--もしくは", "query": "かも", "type": "OK"}
鉄惑星は、同程度の質量の他の種類の惑星と比べ、|同じ|くらい|か|より大きい密度を持つ。	{"comment": "", "curid": 2334368, "id": 5780006, "match_segment_pos": "形容詞--名詞", "match_segment_surf": "同じく--らいか", "query": "くらい", "type": "NG_SEG"}
都々逸が比較的簡単なものだけに、アンコの部分は演者の芸の|みせどころ|でもあった。	{"comment": "", "curid": 1383933, "id": 5757469, "match_segment_pos": "名詞", "match_segment_surf": "みせどころ", "query": "どころ", "type": "OK"}
島に着く|やいなや|発作に襲われたジョンは、地元の医師マーロウの治療を受ける。	{"comment": "", "curid": 1332803, "id": 4202130, "match_segment_pos": "助詞", "match_segment_surf": "やいなや", "query": "やいなや", "type": "OK"}
島内の山脈は|高?さ|あり|、海岸線は急な傾斜が続く。	{"comment": "", "curid": 2779102, "id": 4204055, "match_segment_pos": "接尾辞--動詞", "match_segment_surf": "さ--あり", "query": "さあ", "type": "OK"}
東大では|東京|都|大学|サッカーリーグ１部の東京大学運動会ア式蹴球部でプレーし２０１４年には主将を務めた。	{"comment": "", "curid": 3269146, "id": 4798067, "match_segment_pos": "名詞--接尾辞--名詞", "match_segment_surf": "東京--都--大学", "query": "京都大学", "type": "OK"}
豆豆は、元恋人に振られた|ばかり|。	{"comment": "", "curid": 2181448, "id": 5630507, "match_segment_pos": "助動詞", "match_segment_surf": "ばかり", "query": "ばかり", "type": "OK"}
踏切跡付近には干河バス停があり、田之野経由の|なんてつ?号|が停車する。	{"comment": "", "curid": 691367, "id": 5661399, "match_segment_pos": "名詞--名詞", "match_segment_surf": "なん--てつ", "query": "なんて", "type": "NG_SEG"}
動作はモーションが割と細かいせい|か|もっさり|なものが多く、効率的に攻撃を当てるコンボが必要な場合がある。	{"comment": "", "curid": 2851365, "id": 3630709, "match_segment_pos": "助詞--副詞", "match_segment_surf": "か--もっさり", "query": "かも", "type": "OK"}
同時に有益で、|物欲し|そうではなく、空想的でもない。	{"comment": "", "curid": 1257476, "id": 3819246, "match_segment_pos": "形容詞", "match_segment_surf": "物欲し", "query": "物欲", "type": "OK"}
同時期には細川|たかし|ら|がいた。	{"comment": "", "curid": 1259095, "id": 3820949, "match_segment_pos": "名詞--接尾辞", "match_segment_surf": "たかし--ら", "query": "かしら", "type": "OK"}
道の駅|しょうなん|から|柏市大島田の国道１６号交差部までは現在車線増幅工事中。	{"comment": "", "curid": 192732, "id": 5734697, "match_segment_pos": "名詞--助詞", "match_segment_surf": "しょうなん--から", "query": "なんか", "type": "OK"}
日本でのキャッチコピーは、秘密の晩餐会へ|ようこそ|。	{"comment": "", "curid": 1861959, "id": 4576807, "match_segment_pos": "副詞", "match_segment_surf": "ようこそ", "query": "こそ", "type": "OK"}
日本で印刷における環境問題は、|まだまだ|の|感があり、フレキソ印刷は一つの解となりうる。	{"comment": "", "curid": 1095181, "id": 4589281, "match_segment_pos": "副詞--助詞", "match_segment_surf": "まだまだ--の", "query": "だの", "type": "OK"}
日本以外の公演では、|さかもと|以外のメンバーは異なる。	{"comment": "", "curid": 2302561, "id": 4606905, "match_segment_pos": "名詞", "match_segment_surf": "さかもと", "query": "かも", "type": "OK"}
日本軍が|いくらか|いる|だけである。	{"comment": "", "curid": 1893900, "id": 4622254, "match_segment_pos": "副詞--動詞", "match_segment_surf": "いくらか--いる", "query": "かい", "type": "OK"}
日本人の国民性として|歯並び|に|無関心であったことも影響していると考えられる。	{"comment": "", "curid": 1820012, "id": 4605548, "match_segment_pos": "名詞--助詞", "match_segment_surf": "歯並び--に", "query": "並びに", "type": "OK"}
馬|や|ろば|の餌として使える草。	{"comment": "", "curid": 3091851, "id": 5900755, "match_segment_pos": "助詞--名詞", "match_segment_surf": "や--ろば", "query": "やろ", "type": "OK"}
発症の早いものほど重症のＡ群が疑われ、皮膚|がん|も|早く発生する。	{"comment": "", "curid": 586293, "id": 5205996, "match_segment_pos": "名詞--助詞", "match_segment_surf": "がん--も", "query": "がんも", "type": "OK"}
飯沼は、その直前に偶然、出先で賢爾と顔を合わせた|ばっかりだった|。	{"comment": "", "curid": 1950760, "id": 5892148, "match_segment_pos": "助動詞", "match_segment_surf": "ばっかりだった", "query": "ばっか", "type": "OK"}
番組ナビゲーターは冨岡美沙子、|村川?梨衣|。	{"comment": "", "curid": 2919303, "id": 5194739, "match_segment_pos": "名詞--名詞", "match_segment_surf": "梨--衣", "query": "梨衣", "type": "NG_SEG"}
彼の|もじゃもじゃ|髭は手入れがされていないようにも見えるが、当人はかなり髭にこだわりがあったという。	{"comment": "", "curid": 1354525, "id": 4343228, "match_segment_pos": "形容詞", "match_segment_surf": "もじゃもじゃ", "query": "じゃ", "type": "OK"}
彼はいとこのジョンとジョージと共にジョージ・サルータ社を作り、１８３８年に|ばねばかり|の特許を取得した。	{"comment": "", "curid": 636197, "id": 4353027, "match_segment_pos": "名詞", "match_segment_surf": "ばねばかり", "query": "ばかり", "type": "OK"}
彼女に一目惚れしたドン・宙太は、|何とか|いい|ところを見せようと張り切るのだった。	{"comment": "", "curid": 566541, "id": 4375218, "match_segment_pos": "副詞--形容詞", "match_segment_surf": "何とか--いい", "query": "かい", "type": "OK"}
彼女は、致命的な果実を手にして、|うすぐらい|宮殿の回廊に描かれている。	{"comment": "", "curid": 2934996, "id": 4377803, "match_segment_pos": "形容詞", "match_segment_surf": "うすぐらい", "query": "ぐらい", "type": "OK"}
彼女はその後、性同一性障害である上川|あや|ら|とともに、セクシャルマイノリティ議員連盟を作る。	{"comment": "", "curid": 2761624, "id": 4378112, "match_segment_pos": "名詞--接尾辞", "match_segment_surf": "あや--ら", "query": "やら", "type": "OK"}
批評家の言うこと|なんぞ|くそくらえだ。	{"comment": "", "curid": 3534611, "id": 4484466, "match_segment_pos": "助詞", "match_segment_surf": "なんぞ", "query": "なんぞ", "type": "OK"}
病状の悪化でフランスでの生活に|見きり|をつけ、リヨン大学の博士論文の作成を断念する。	{"comment": "", "curid": 3720, "id": 5199760, "match_segment_pos": "名詞", "match_segment_surf": "見きり", "query": "きり", "type": "OK"}
夫の橋爪行雄が１０日前、仕事に行くと言って出ていった|きり|帰ってこないのだという。	{"comment": "", "curid": 2782991, "id": 4035610, "match_segment_pos": "助詞", "match_segment_surf": "きり", "query": "きり", "type": "OK"}
父は彫刻家|ないし|石工のソプロニスコス、母は助産婦のパイナレテとされる。	{"comment": "", "curid": 117, "id": 5034025, "match_segment_pos": "助詞", "match_segment_surf": "ないし", "query": "ないし", "type": "OK"}
部下を先導し、罠を警告した|ばっかりに|ベトコンに惨殺された弟。	{"comment": "", "curid": 2524828, "id": 5754187, "match_segment_pos": "助動詞", "match_segment_surf": "ばっかりに", "query": "ばっか", "type": "OK"}
粉屋の娘は|言いつけ|どおり|、ナイフで２４時間がかりでストーブを削ったが、穴はあかなかった。	{"comment": "", "curid": 3010498, "id": 5360353, "match_segment_pos": "名詞--接尾辞", "match_segment_surf": "言いつけ--どおり", "query": "けど", "type": "OK"}
聞いてわからんの|かい|。	{"comment": "", "curid": 2025217, "id": 5453045, "match_segment_pos": "助詞", "match_segment_surf": "かい", "query": "かい", "type": "OK"}
並列１条は定期的に１つの|極|か|もう|一方|の電流を解放し、数分間隔で極性を切り替える。	{"comment": "", "curid": 23267, "id": 3201932, "match_segment_pos": "形容詞", "match_segment_surf": "かもう", "query": "かも", "type": "NG_SEG"}
癖のない、よく磨かれた文体は、現代にあっても古さを全く感じさせ|ない|しっかり|とした均衡を示している。	{"comment": "", "curid": 643094, "id": 5201596, "match_segment_pos": "接尾辞--副詞", "match_segment_surf": "ない--しっかり", "query": "ないし", "type": "OK"}
墓荒らしが頻発しているテキサス州に、５人の男女が帰郷|がてら|墓の無事を確かめるために訪れた。	{"comment": "", "curid": 46068, "id": 3946360, "match_segment_pos": "助詞", "match_segment_surf": "がてら", "query": "がてら", "type": "OK"}
魔法少女|なんて|もういいですから。	{"comment": "", "curid": 3299957, "id": 5938917, "match_segment_pos": "助詞", "match_segment_surf": "なんて", "query": "なんて", "type": "OK"}
魔法少女になれば一つ|だけ|どんな|願いも叶えられるが、魔女との戦いでは命を落とす危険もある。	{"comment": "", "curid": 2406525, "id": 5938918, "match_segment_pos": "助詞--指示詞", "match_segment_surf": "だけ--どんな", "query": "けど", "type": "OK"}
娘|しか|い|なかったため、家督は弟の近貞が継いだ。	{"comment": "", "curid": 268355, "id": 4063936, "match_segment_pos": "助詞--動詞", "match_segment_surf": "しか--い", "query": "かい", "type": "OK"}
明くれば雨、雨ひどく|降り?続け|ど|相次ぐ勝報に国民の心明るく人皆の心は戦いに共の耳をうばわれたり。	{"comment": "", "curid": 2609630, "id": 4640555, "match_segment_pos": "動詞--助詞", "match_segment_surf": "降り続け--ど", "query": "けど", "type": "OK"}
面白かったぁ？|じゃぁ|ねぇ。	{"comment": "", "curid": 2035583, "id": 5864380, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "NG_SEG"}
木原の研究の本領は分子間力|ないしは|気体論にあり、それはライフワークとも言うべきものである。	{"comment": "", "curid": 737091, "id": 4728576, "match_segment_pos": "形容詞--助詞", "match_segment_surf": "力ない--し", "query": "ないし", "type": "NG_SEG"}
目立った活躍|こそ|少ないが、曹操軍の主な戦いの大半にその名前が登場する。	{"comment": "", "curid": 168294, "id": 5226055, "match_segment_pos": "助詞", "match_segment_surf": "こそ", "query": "こそ", "type": "OK"}
野上麗香に|ゆすら|れていた組織。	{"comment": "", "curid": 11104, "id": 5768770, "match_segment_pos": "動詞", "match_segment_surf": "ゆすら", "query": "すら", "type": "OK"}
用心と計算と打算|かしら|。	{"comment": "", "curid": 91976, "id": 5171464, "match_segment_pos": "助詞", "match_segment_surf": "かしら", "query": "かしら", "type": "OK"}
翌日、目が覚めると|なにやら|おかしい。	{"comment": "", "curid": 1244924, "id": 5444072, "match_segment_pos": "副詞", "match_segment_surf": "なにやら", "query": "やら", "type": "OK"}
利兵衛は|まだ|のぼせて|倒れているが、そこへ白い浴衣を着た風呂上りの忠三郎がでてくる。	{"comment": "", "curid": 1723027, "id": 3592324, "match_segment_pos": "副詞--動詞", "match_segment_surf": "まだ--のぼせて", "query": "だの", "type": "OK"}
立川陸軍航空廠|又は|陸軍航空廠は立川市と昭島市に股がって存在した大日本帝国陸軍の航空施設である。	{"comment": "", "curid": 3233358, "id": 5306177, "match_segment_pos": "UNK--助詞", "match_segment_surf": "廠又--は", "query": "又は", "type": "NG_SEG"}
劉巴は嫉み疑われることを|はばかり|、贅沢もせず、慎み深い質素な生活をした。	{"comment": "", "curid": 208156, "id": 3621766, "match_segment_pos": "動詞", "match_segment_surf": "はばかり", "query": "ばかり", "type": "OK"}
輪の結び目が、約束を意味する|ゆびきり|のデザインになっている。	{"comment": "", "curid": 845210, "id": 5676619, "match_segment_pos": "名詞", "match_segment_surf": "ゆびきり", "query": "きり", "type": "OK"}
